OffensiveRowNames,coef.OffGoalsRidge.,coef.OffShotAttRidge.,coef.OffCornersRidge.,coef.OffYellowCardsRidge.,coef.OffRedCardsRidge.,coef.OffFreeKicksRidge.,coef.OffPenaltiesRidge.,coef.OffCounterAttacksRidge.,coef.OffShotsOnTargetRidge.,coef.OffKeyPassesRidge.
`Andre Gray`,-0.09656142244072499,-0.5250991509235367,-0.5095103247714179,0.11161962955020707,5.948869005395357e-4,0.14533328423305109,0.00954396147370157,0.008365576968591991,-0.10760270828545145,0.09438887701154675
`Andreas Christensen`,-0.041152947207834474,0.7347026483461784,0.24833315941358583,-0.04763909286992776,0.007210902213028191,-0.4277769334967484,0.010620214530845249,-0.014285171616149346,0.2199140011914889,0.024415355036083275
`Andreas Pereira`,0.02145978275524584,-0.4641108808051613,-0.25744555155031895,0.07799014003883602,-0.003259500179916764,-0.6556698137470157,0.0020852605100127415,0.029348023320468125,-0.14486366890614508,0.009732714460393277
`Andrew Surman`,-0.1064934245139049,-3.090688760325433,1.1286947992088694,0.22150188421821326,0.015836587029638204,-0.08896765196761766,0.009590607486817603,-0.02686720694406018,-1.2795834278602418,-0.10406914368018784
`Andriy Yarmolenko`,0.16647266163870655,0.5024670263535443,0.23086208740839081,0.05139867273258315,0.003965352964033552,0.06654628249109207,-3.455275648621119e-4,-0.007401993539296819,0.14099534760678917,0.30750806012151544
`Andros Townsend`,-0.04759520219985402,-0.2218223943219612,-0.13060845272970853,-0.023187752359723993,-0.07646860930093972,-0.07249493232930067,5.065479773343538e-4,-0.010269150753220914,-0.0026960657366772505,0.1324821975710556
`Andy Carroll`,0.2616277771534277,0.9007288993724099,-0.42976622906434636,0.046266806980194225,0.017735428161558705,0.9955469265835524,-8.125155450478581e-4,-0.06707301664576748,0.35519052017919567,0.20549542046335104
`Andy Robertson`,0.09124782594096559,0.36190040219177877,0.21841973247299012,-1.852105885908492e-4,-1.9721014356952865e-4,0.09094930258064803,0.005680407264394463,0.01590880707406374,0.20338680841543313,-0.022551384970979083
`Angel Gomes`,-0.3310336994585151,-1.063047560441249,0.10283501856526372,-0.2916662314043905,-0.017586365171892493,-1.4247802165915062,-0.0042056206799254165,-0.05932410353260535,-1.055645013798664,0.4622113812597075
Angeliño,0.2035616421838393,3.6632028378947394,1.0345778743291225,0.08775316420508804,0.005400684200498877,0.4147346744545906,-0.001700786481546645,-0.02242779205617174,1.1807492903535328,0.4375152341218102
`Angelo Ogbonna`,-0.06140143516308293,-0.09823963366946828,0.03478092964645535,-0.12017933125595265,0.0038672701542289676,0.18725925344721386,0.0011365930905443925,0.010278373135381881,-0.04742474417900148,-0.019866380799650436
`Angus Gunn`,0.027096349246629046,0.7718441302373366,-0.12123901556800537,-0.01649602659723544,0.0014724747196479704,-0.11123459919275076,-0.0013764711671787053,0.0094234962030036,0.1243019730745338,0.0716002635559152
`Anthony Gordon`,0.004318106836011528,-0.8137826015348324,-0.5836789713261166,0.032238819003435185,-0.002058221248090538,0.6405546103592646,-0.0070121918859071194,-0.03283258696853704,-0.1951323716600098,0.0293872843243947
`Anthony Martial`,0.07377542786498462,0.6066798972683073,0.01241680727495995,0.022661524746597984,2.1073196642279539e-4,-0.22713028422024248,0.002452560690963778,8.810380312253312e-4,0.16443286435706703,0.11993544637011064
`Antonio Rüdiger`,-0.017245521822274876,1.3375273776589116,0.4846923305497416,0.020467721005034304,0.0025207861795802744,-0.06933171703677894,0.00533681227495708,-0.05879893849032546,0.39229644698790345,0.2068084282190388
`Anwar El-Ghazi`,-0.2103776222980222,-0.20102394070332885,0.09107516355031034,0.05565949338046234,0.0405079759536781,0.09371157056261632,-0.003925209844281769,-0.07223621387036218,-0.2361418228681019,0.21403883504993984
`Armando Broja`,-0.20923586114692602,-4.861572165100363,1.6146477950926317,1.1676448152051766,-0.00729321984007942,1.2702601634379553,-0.010037178760431129,-0.025834541120815464,-1.470199496917081,-0.4117958905230074
`Arnaut Danjuma`,2.955072785401517e-4,-0.17339870209770966,-0.2581854793091056,0.0022810578972857075,-0.010220634061003299,-0.2586074403751303,0.005419316550650756,0.009721401216110814,-0.14976615687812386,-0.080733657900047
`Arthur Masuaku`,-0.12331621018221797,-0.060000485410643914,0.03415207100255063,-0.11119159692353803,0.002254037274694121,-0.815143198226009,0.0020728272120860308,0.012404485062401932,0.1234193260643983,0.007741008474528987
`Ashley Barnes`,0.06383244261870037,0.3170795186035942,0.05844087078325439,-0.09972111796708706,1.4399843082247473e-4,-0.5696588248525575,0.0018814679464170256,-0.012436141118710591,-0.024198925141217274,0.04412762531408363
`Ashley Westwood`,0.01995532799425842,0.1506234929958556,-0.09299070758302433,-0.00693197308905227,0.0016602381601635344,-0.015962724013075524,-5.078411874964923e-4,0.010362975446958252,0.1350070092110226,0.09654141205064319
`Ashley Young`,-0.011710744326461185,0.3740717411059979,0.45664200782823827,0.07603064932001843,2.5691205399833806e-4,0.8146255506409005,0.008285339927208075,2.0623944194248332e-5,0.0027991327282386575,0.0900702830407457
`Axel Tuanzebe`,-0.11599390100954375,-0.23643125129447826,0.35025671399218844,0.329417178198736,-0.008308581978714374,-0.4123508142367355,-8.835952922688772e-4,-0.006000935658209401,-0.08798566599311705,-0.23892917563636326
`Aymeric Laporte`,0.13229905687214397,1.1974272048214818,0.36947787980556557,-0.011033050494735644,0.01206940178450271,0.1620563012336614,0.003167377158426595,0.018712827968786573,0.19959630713925358,0.14710413366698374
`Ayoze Pérez`,-0.07570811263849471,0.4359769102853971,0.27853129943577704,0.01717075423105614,0.023208226945028377,-0.184841357069413,-0.010207688745705499,0.024163533733163534,-0.1041133159712351,0.11318751495349572
`Ben Chilwell`,0.12285127986415972,-0.28062226022193454,-0.07728817910426924,-0.07018769077329957,0.03256345525901518,-0.1368392153415229,-0.010189617727197758,0.010366505273290368,0.037326845198663805,-0.07331790132431287
`Ben Davies`,-0.14155922874343577,0.2989948548482848,0.15005756185590247,0.04333604574701068,-0.05397390298379956,0.7466602801816624,8.23577288845534e-4,0.01891484049473045,0.00396094576214981,0.05710620106943715
`Ben Foster`,-0.014963107688777504,0.13062204288518162,-0.0820222564138517,-0.001958188147333877,-2.9250723905782e-4,-0.09776342863475736,0.007189849901882395,0.006294737581120193,-0.03194773990605158,-0.004696759963340662
`Ben Godfrey`,0.006773588996320716,0.3179871458186546,0.13989346630996977,-0.05342597762375813,3.5157396753297864e-4,0.07402291562698675,0.012951238663618988,-0.012006682054789783,0.010913664027001436,-0.012713628675029034
`Ben Johnson`,0.005678939090225339,-0.4423547277489731,0.7076106070714802,-0.1224802737972623,8.713719977847958e-4,0.6878339723253662,-0.002415216608516692,-0.020986203301488315,-0.15404211837787019,0.11299347946286133
`Ben Mee`,0.011770804157185013,-0.23511294525339568,0.20487728166992464,0.0019661984229528526,1.980437049360459e-4,-0.21332903201678946,-0.0036825977227322153,-0.0017990375396154641,0.06292384194532408,0.06703906901054979
`Ben Osborn`,0.18919495899470856,0.0018759376319381084,0.20029991216265766,-0.14318499381503833,-0.005096651221116951,-0.256436309326858,5.909084136076246e-4,0.13910582854245074,0.22307694364237554,0.056630906021969935
`Benjamin Mendy`,0.03786722296366297,-0.4477273014314643,0.10224582936172495,0.045766963686029255,-0.04971643077520257,-0.08384166572074293,0.0034987925454786216,0.028033773695449186,0.12383908557362286,-0.07856759344131463
Bernard,-0.06823422486132753,0.803818222556415,0.3576270824741745,-0.17199700708651228,-0.00979486319702782,0.5314220741487983,4.317466085614253e-5,-0.01740609287450285,0.11748077053412603,0.04602694894545024
Bernardo,0.058799310528650006,0.903698780287595,0.6854593044603534,0.18066303809961326,0.005387646167542442,0.23144519456099516,0.004028750769497654,0.011681607028880206,0.2679557509480281,-0.20324559826705516
`Bernardo Silva`,0.16714641977715794,1.516066658391647,0.21971632206366595,0.07501384377730108,-0.03720733607299111,-0.33308805139645087,0.0034895032270836302,-0.007680782985054884,0.3257987506112925,0.15046521266715077
`Bernd Leno`,-0.037208474342026225,-0.35033065788840284,-0.10101207518203104,0.005192150752579225,-0.027568219628519623,0.19322519695162865,-0.004422055427901474,-0.002528648266960317,-0.10330196097293888,0.021582780268412552
`Billy Gilmour`,0.15799556676488502,1.0723374455088925,-0.4553919738094165,0.1866025956233902,-0.0021275064917229097,1.777439888236788,-0.003254837410954946,0.02708092234141812,1.1307972475568797,-0.07768791521194915
`Billy Sharp`,-0.020085076406950817,-0.03998332453051008,0.23514343257370338,0.03833633276489175,0.0017654787054308296,-0.1877541884120185,0.00364909857126585,-0.035162704088309696,-0.14399901143735927,-0.06443245505067946
`Björn Engels`,-0.018573173038659845,0.23858252147318793,-0.1072399954755276,-0.021938455806272406,-0.01205806706668233,0.11725960977227472,-0.015165624611082966,0.011961507219466138,-0.05684145651647187,0.11664705859085207
`Borja Bastón`,-0.32598704389794547,-7.659601668124759,-2.3133756265931207,-0.7184222456914618,-0.027287833044621682,-3.348774798151863,0.002343147202893196,-0.26231275517435204,-1.5413014736445496,-0.2976297633245613
`Brandon Pierrick`,0.3815323784593386,-3.2515436817965235,-8.589432285574452,0.19189055894858184,0.020199968394881973,1.9991614980560608,0.009908126604204747,0.07268652732746331,-0.4544254685941011,0.46129393686465486
`Brandon Williams`,0.031245455292283397,-0.3236351691559521,-0.49743421644762037,-0.17296144253618234,4.777424849462553e-4,-0.3553732792854405,0.0010339578686972967,0.016193557940523552,-0.10992086269675465,-0.20894691480500635
`Bruno Fernandes`,0.00871191887117758,0.20546912130417547,-0.4589404604754331,-0.009362476778772739,0.001067118615694458,-0.7850399196488591,7.103038905193823e-4,0.0070956689092689495,0.031123508303166982,0.03145567394548305
`Bruno Jordão`,0.1638774549363696,-0.2608598556893086,-0.752381010649292,0.34689286279625076,0.007617513003054272,2.201641738739663,0.007726189227374106,-0.0028738474888253965,-0.7314714282189857,-0.8401771828108098
`Bukayo Saka`,0.03853127581406227,-0.5478132466737218,-0.5001843677101765,-0.006189103186085471,0.009241770367586725,0.17283299476152966,-0.003998395538293232,-0.00936571575062378,-0.26495735127055575,-0.14128874385873533
`Çaglar Söyüncü`,0.1161479999841377,-0.08328306786518201,-0.0689644466970271,-0.022063995915956,0.025431108371056166,-0.1676242722292263,0.0014870327844561193,0.01192876968060969,0.0529576542779034,-0.04539404881833817
`Callum Hudson-Odoi`,-0.0877591597373137,-0.3892905564053797,1.4413570484038918,-0.302130836383052,1.6967590392056366e-4,-1.2022834772193185,0.004464901283027682,-0.15351740683904275,-0.005256300773376649,0.08340019479597341
`Callum Robinson`,0.11596786778760397,0.0816856021589377,-0.5671790254682206,-0.13134548083467604,0.004876394505247055,-0.1671227767907079,0.0023138956054504496,0.004276555349570888,0.2722659010014758,0.10070575522029601
`Callum Wilson`,-0.08154645611839198,-0.9074555464040197,-0.2768442687361222,0.08879171616091562,0.01185182273886317,-0.6738052103139871,-0.013545018146664799,-0.0193986718646277,-0.2717729820885605,-0.07827541721553177
`Calum Chambers`,-0.11694727211528338,0.3875246084816744,0.10767573899777236,0.014791804368453705,0.02149257813914313,0.3319226987085498,0.00612323543597016,0.012823958385430942,-0.26153462787747034,0.22182659024309054
`Carlos Sánchez`,0.11085725983968,3.73662191768238,0.312548307348081,0.08323782853322984,-0.008113151822458389,-1.6272884400193952,-0.001163253005164405,0.003736870928517872,0.8486673751176698,0.5648229310659058
`Cédric Soares`,0.029533036453680286,-0.02769652233250512,-0.6518319273084772,-0.06681317801604429,0.003356441895711006,-0.8346137327946235,0.0024382295833636223,0.0029509980093177894,-0.11974322441406683,-0.14307473409776328
`Cenk Tosun`,-0.15258796761359616,-0.7133563688428888,-0.6708653405355586,0.23057162129197814,0.29070836392187843,-0.2351761863295535,-0.004167894730046324,-0.026030460866134482,-0.3469005204089441,-0.25061842643415805
`César Azpilicueta`,-0.03851967489822837,0.2681098528657034,0.16237852531615732,-0.036526440992682534,0.0021913438364837903,0.09332301121293227,0.0010227116687958628,-0.024922893000976085,0.10968266963467542,0.06654666005642597
`Charlie Daniels`,0.058859425987077295,-1.9527598335928615,-0.4801572866075456,0.29479386441359523,0.014636787813378543,0.41427718462937746,0.009756634175422827,0.009478207863237921,-0.31164967783684083,-0.38571055054609743
`Charlie Taylor`,0.06315775047667738,-0.6224602901886929,-0.06980471551376573,0.0736276531471965,0.0015448811670257564,0.07162698318763305,-0.0011548449164904934,0.005589638246650837,0.16312774601111873,-0.13583364167289125
`Che Adams`,0.09046464893815015,1.0677259959336614,-0.10704358770485763,0.016432118003359378,0.004204608654953671,0.48151365716352523,0.019279193627007286,0.019641770506466937,0.24240905867755916,0.1143212832359653
`Cheikhou Kouyaté`,-0.02000053964803592,-0.04594087737212414,-0.013627796203826825,0.032164714614037866,0.012919149540792395,-0.143399630503464,2.749556098420404e-4,-0.016764470499945654,0.017611892840118683,0.011139687105459546
`Chris Basham`,-0.04965524684322141,-0.3658755439790671,0.11180672135234818,-0.005987995102344016,-9.126738515497797e-4,0.08817105636405859,0.0031062578958620368,-0.009505771588207782,-0.09750004529137425,-0.046319625201474784
`Chris Mepham`,-0.014149712976251007,-0.017040181975775233,-0.08388997430870908,0.19870462113493048,-0.007763959253464638,-0.33583092128183195,0.003016181283022883,0.006364483028556336,-0.056608595970151436,-0.07745263230362001
`Chris Wood`,0.016456802172137876,0.47276642763870064,-0.1425621146246064,-0.019125754756365812,-0.0018065494967714182,0.3763231406327497,-0.0022816018010877992,-0.01461055295120387,0.11979488172773209,0.24963622055469253
`Christian Atsu`,-0.016323412040781173,0.27094268735245186,-0.23096381141661482,0.029855832815910224,-0.09185402708529328,0.2187513197494493,0.0046484267833884554,-0.060147954827966754,0.21491226390945994,-0.01593386008703897
`Christian Benteke`,-3.0358181239974105e-4,0.6570075366471723,-0.2658128605064378,-0.06020916734049661,0.001176304839748012,-0.35513052360268693,0.001971463930967461,-0.02148438855418525,0.10840998166320419,0.16070280090737984
`Christian Eriksen`,-0.010168049237468614,0.2603690494301273,0.048835117553838576,0.060703199381487,-0.06045054493702218,-0.1710620035473815,-1.1289463202611727e-4,0.0024646617546195586,-0.024720832957371024,-0.059291365105800305
`Christian Fuchs`,-0.0659868527443154,0.9886044657840609,0.41595748847665714,0.09725476990452574,-0.07082908395853281,0.39420585267999037,0.008099044451622803,-8.705125844191323e-4,0.04777269908058855,0.0012138843008289621
`Christian Kabasele`,0.02665621149286241,0.5563636152514733,-0.38330474629924327,0.11298201967126396,-0.003726437641135403,-0.15826770784323604,0.014647183496162525,0.012054645259659002,-0.04573630544670063,0.03130265042182977
`Christian Pulisic`,-0.0974164959927506,0.3635925638671383,0.30362640652199213,0.13617662626591936,0.0013255792001377004,0.6467326368810409,-0.004074090318068822,0.010637910873711317,-0.004264983991514026,0.07811728582992335
`Christoph Zimmermann`,-0.017484506541237475,-0.7975409651087865,-0.06570521129947625,-0.04078835643376218,0.002694126560002354,-0.2681008255680408,0.026186789781727962,0.007353080480777945,0.0075200911196408905,-0.05521122533523129
`Ciaran Clark`,-0.26416186489111854,-0.8105892609574855,-0.5478240712222802,0.04762668836808631,0.01468819479932461,0.13440884828242908,0.001860988310141276,-0.04209077272901724,-0.49783431979406173,-0.1051923998335225
`Claudio Bravo`,0.40425505062841044,-2.012658550871086,-0.31927845468412336,0.0416654656767685,0.020579641362839237,0.9795452485289325,8.775204053366796e-5,0.008212153500515783,0.3882571939946987,-0.28862843461492466
`Connor Wickham`,-0.41873307402151794,-0.3828862670324757,0.9155179424682447,0.1924272892526818,-0.011199451008078154,-0.3407154546091252,0.006269061747795998,0.03765666650101927,-0.09863929117917869,-0.484883352560734
`Conor Coady`,0.04200034168271152,0.02980601669216363,0.02401833627636433,-0.022679573481765095,0.01770905554435148,0.08220053447168678,0.0026330876239986163,0.04517895263907534,0.05278580167148066,0.01013134188077338
`Conor Hourihane`,-0.013260463153847598,-0.18330480222949114,-0.18948502099497966,-0.018174275960584726,-0.017127355741414923,0.449524935284258,-0.018454094103687667,-0.0033326240350826895,0.20696227500457387,-0.0617508550929035
`Craig Cathcart`,-0.007940161065194686,-0.09764272950576557,-0.1951585585901412,-0.030737243079899546,0.0033471677214872843,-0.08104856512957517,9.98147304603151e-4,-3.538916554259634e-4,-0.06201911635923576,0.012366737945882517
`Craig Dawson`,-0.01475742729719679,-0.3271467579076365,-0.11938736625571611,-0.07559686452737135,-0.0021860009656003965,-0.1899270282422668,0.01447108787045629,-0.0020245919340320414,-0.0073813670290528,-0.050457158430776125
`Curtis Jones`,0.04394951254974481,1.912765050223329,1.9996074759598392,-0.017458833856955677,0.0043852220091508505,-1.3332060830364028,-0.00479769936081723,-0.008191036904960768,-0.09860389411177094,-0.06382645692721789
`Dale Stephens`,-0.018750936288459974,-0.4108382577148859,-0.13108892786166915,0.0802915068898582,7.938548772538713e-4,-0.011340829750733016,-8.590242335233333e-4,-0.007839503690614409,-0.05248995077883617,-0.12294295244191673
`Dan Burn`,-0.028322140036606477,-0.8623507105863355,-0.248591206140745,0.04724157621157456,2.7895778750037977e-4,-0.474347725806903,-8.821045305738998e-4,-0.010162284417059374,-0.15225901217808566,-0.1383596418163303
`Dan Gosling`,-0.06197128350341459,-0.11661234723989498,0.1072464825157816,0.018281415463786276,0.027836110027529476,-0.6016286617858162,-0.026114153556339465,-0.02464957387451394,-0.1424575175901502,-0.11582891210671391
`Dani Ceballos`,0.05191690144064717,0.15818943374111147,0.4637087644135545,0.0036162081230607037,0.007910206734238845,0.14379301625695498,-9.401896388215383e-4,-0.010091945919516596,-0.0515933580497942,0.07825353942463514
`Daniel James`,-0.017419792002282553,0.8977313722371526,0.2178468154147076,-0.011580605268154109,-0.0017005383442605718,0.31732996563351834,0.002366669005046931,0.0028138058458945323,0.00541076947531635,0.14033158507505675
`Daniel Podence`,0.012715684421047858,0.6627945190855294,0.30489676622362943,0.09347166889718754,-0.01641629588522403,1.0477422269280579,0.015510936598783028,0.03213960617126264,0.6704627059715331,0.11762644352060998
`Danny Drinkwater`,0.07179672551336262,0.3044120399371078,0.2977541428725831,-0.2955719694676045,-0.028461679651116227,-0.8471673702068532,-6.494283310966003e-6,0.02287339049929692,-0.04450405350540741,-0.051637566879443333
`Danny Ings`,-0.06117791577622014,-0.0794826792828871,0.2146410226019281,-0.006217712046073299,-2.8658430594158057e-6,0.03994022848281803,0.0029399628483841554,-0.019936269161496684,0.015784365351894092,0.042661328044596505
`Danny Rose`,-0.04245617400785447,-0.4366338446307101,0.40034568465061554,-0.01677492459023273,-0.018316840756687297,-0.08112924101857336,-0.010952064455820794,-0.002200555879884468,-0.15957799610997445,0.017663431466753234
`Danny Welbeck`,0.11252163619135894,0.5785569572309837,-0.4192639298129853,0.2683942544659237,0.0017171907220321987,0.480106027361209,0.009687257036270757,0.023996558301574586,0.025956793483636845,-0.1240182190649028
`Darren Randolph`,-0.6001605283817767,-2.1993384132302087,0.008903505039475708,-0.01022592226134961,0.009311812485742315,-0.6697034548811289,-0.01587170089265685,0.0031484639038007727,-0.970938059819198,-0.012616372448383097
`Daryl Janmaat`,0.06209524085179669,-0.6900519811326347,-0.9912938571639915,-0.2465975570032714,9.16893037212305e-4,-0.29911935907173615,0.007857731827277979,-0.01445891811537781,0.033749019540552816,0.056317430465261914
`David Brooks`,-0.08282718949442625,-1.0505412312618678,-0.6171110123472039,-0.15967003915988032,0.09142483578997675,-1.0270395497896871,-0.0029573952847813086,0.008939467101163962,-0.2696224410808998,-0.25793559981782693
`David de Gea`,0.03653893619815604,0.24690923292851996,0.006552261601864884,0.004969953526557874,4.0472450252926177e-4,-0.04489362935846134,0.0028701590906724346,0.0028452790066891454,0.0491947917365399,0.051115142014104116
`David Luiz`,-0.03470881625893972,-0.3104032282906686,0.1148457833148211,-0.0423106237429194,-0.023763889578307804,-0.171950181250568,-7.415749307721224e-4,-0.004065988736828538,-0.04149734290515589,0.05320248723195367
`David Martin`,0.031384150470291285,-0.9076988745243838,0.07482137024934196,-0.07720918000078206,0.009744587103609304,-0.32619423631257993,0.004947835918112939,-0.06369433221369464,0.00778770798250959,-0.10906480865321472
`David McGoldrick`,-0.07217072128261913,0.026061522367230427,0.30445350643672275,0.0642748894132978,-0.0035462372052191223,0.5629806343848177,0.002520715679878983,0.01785998289014104,-0.19731201816801522,0.06468635557272681
`David Silva`,0.051604408546887734,0.9480781074365492,0.23370085684944808,0.005225306424352315,0.012124795661419807,0.03711467018764201,-1.1771765258859397e-4,-0.025200960296158537,0.17377746260961827,0.038778741957725106
`Davinson Sánchez`,0.060480415340585854,0.0842769081430849,-0.2985385821124922,-0.004825784066804056,-0.03240743143348348,0.09423687688668879,-0.0032060535979052665,0.020375919962489067,0.1785240551778826,0.0012734522878513088
`Davy Pröpper`,-0.04176610389773059,-0.697400955211518,-0.16645776165915274,0.07151972095133206,-2.7026191057836894e-4,-0.4895519141186392,1.493817795838654e-4,-0.011101217714696961,-0.21897224814639504,-0.028468092449247206
`Dean Henderson`,-0.022188877664231273,-0.06924726452382343,0.03584250631931367,-0.017590999934832513,-3.9094461053623697e-4,0.09190623323659622,-0.0042772686153569545,0.013991963293827087,-0.07566751984285541,0.03287100482035925
