A,Starter,gameid
Odion Ighalo,0,541469
Timothy Fosu-Mensah,0,541469
Jesse Lingard,0,541469
Tim Krul,-1,541470
Ben Godfrey,-1,541470
Christoph Zimmermann,-1,541470
Jamal Lewis,-1,541470
Max Aarons,-1,541470
Marco Stiepermann,-1,541470
Kenny McLean,-1,541470
Lukas Rupp,-1,541470
Teemu Pukki,-1,541470
Onel Hernández,-1,541470
Todd Cantwell,-1,541470
Mario Vrancic,0,541470
Akin Famewo,0,541470
Adam Idah,0,541470
Josh Martin,0,541470
Jordan Thomas,0,541470
Alisson,-1,541468
Virgil van Dijk,-1,541468
Joe Gomez,-1,541468
Andy Robertson,-1,541468
Neco Williams,-1,541468
Georginio Wijnaldum,-1,541468
James Milner,-1,541468
Naby Keita,-1,541468
Divock Origi,-1,541468
Takumi Minamino,-1,541468
Alex Oxlade-Chamberlain,-1,541468
Trent Alexander-Arnold,0,541468
Curtis Jones,0,541468
Mohamed Salah,0,541468
Sadio Mané,0,541468
Roberto Firmino,0,541468
Dean Henderson,-1,541471
John Egan,-1,541471
Jack Robinson,-1,541471
Chris Basham,-1,541471
John Fleck,-1,541471
John Lundstram,-1,541471
Sander Berge,-1,541471
Enda Stevens,-1,541471
George Baldock,-1,541471
Billy Sharp,-1,541471
Oliver McBurnie,-1,541471
Oliver Norwood,0,541471
Leon Clarke,0,541471
Richairo Zivkovic,0,541471
Pepe Reina,-1,541465
Tyrone Mings,-1,541465
Ezri Konsa,-1,541465
Douglas Luiz,-1,541465
Matt Targett,-1,541465
Frédéric Guilbert,-1,541465
Conor Hourihane,-1,541465
John McGinn,-1,541465
Jack Grealish,-1,541465
Trézéguet,-1,541465
Mbwana Samatta,-1,541465
Kortney Hause,0,541465
Marvelous Nakamba,0,541465
Anwar El-Ghazi,0,541465
Keinan Davis,0,541465
